sku,batch_no,quantity,mfg_date,expiry_date,status,received_date,product_name,supplier,disposed_at,disposed_by,expiry_dt
BB-5551,BN-BB-5551-01,312.0,2026-06-07,2026-08-23,active,2026-06-20,Cookies - Assorted,DairyBest Krishna,,,2026-08-23
BB-556,BN-BB-556-01,399.0,2026-06-01,2026-09-20,active,2026-06-16,Pork Streaky Bacon,GrainCo Vijayawada,,,2026-07-09
BB-5566,BN-BB-5566-01,406.0,2026-06-06,2027-06-29,active,2026-06-20,Ghee/Tuppa,GrainCo Vijayawada,,,2027-06-29
BB-5569,BN-BB-5569-01,472.0,2026-06-11,2027-03-19,active,2026-06-18,Cleansing Organic Root Remedy Tea,BevCorp India,,,2027-03-19
BB-5571,BN-BB-5571-01,781.0,2026-06-07,2027-02-22,active,2026-06-19,Green Hot Pepper Pickle,GrainCo Vijayawada,,,2027-02-22
BB-558,BN-BB-558-01,3076.0,2026-06-03,2026-12-02,active,2026-06-18,Truffel - Caramel,SweetSource Regional,,,2026-12-02
BB-560,BN-BB-560-01,583.0,2026-05-02,2027-05-18,active,2026-05-17,Stainless Steel Dustbin / Garbage Bin - Perforated,CleanHome Supplies,,,2027-05-18
BB-5613,BN-BB-5613-01,5021.0,2026-06-03,2028-08-06,active,2026-06-15,Small Brush HC-14,CareWell Distributors,,,2028-08-06
BB-5618,BN-BB-5618-01,1291.0,2026-06-08,2028-06-21,active,2026-06-16,Beauty-Full Volume Conditioner,CareWell Distributors,,,2028-06-21
BB-5628,BN-BB-5628-01,4281.0,2026-06-10,,active,2026-06-19,"Double Walled Glass Bottle - Black Cap, BB1238",GrainCo Vijayawada,,,
BB-5630,BN-BB-5630-01,691.0,2026-06-12,2028-08-12,active,2026-06-18,Shower Gel - Warm Vanilla Sugar,CareWell Distributors,,,2028-08-12
BB-5633,BN-BB-5633-01,891.0,2026-06-06,2027-03-19,active,2026-06-18,100% Pure Cashew Butter,CleanHome Supplies,,,2027-03-19
BB-5650,BN-BB-5650-01,3691.0,2026-06-03,,active,2026-06-19,Decorative Party Light Golden Bell String LED Light 7 M - Warm White,CleanHome Supplies,,,
BB-5657,BN-BB-5657-01,1247.0,2026-06-04,2028-03-27,active,2026-06-16,Wrinkle Correcting Serum Mask With Hyaluronic Acid & Avocado Extract,CareWell Distributors,,,2028-03-27
BB-5658,BN-BB-5658-01,2418.0,2026-06-04,2027-05-28,active,2026-06-18,Wheat Lokwan,GrainCo Vijayawada,,,2027-05-28
BB-566,BN-BB-566-01,603.0,2026-06-06,2028-04-24,active,2026-06-16,"Sanitary Napkin - Ultra Thin, Regular",CareWell Distributors,,,2028-04-24
BB-5668,BN-BB-5668-01,251.0,2026-06-01,2027-02-25,active,2026-06-15,Oyster Sauce,BabyBase Supplies,,,2027-02-25
BB-5678,BN-BB-5678-01,240.0,2026-06-04,2028-06-01,active,2026-06-19,Coconut & Tea Tree Oil Nourishing Body Wash,CareWell Distributors,,,2028-06-01
BB-5709,BN-BB-5709-01,262.0,2026-06-01,2027-02-24,active,2026-06-16,Sauce - Light Soya,BabyBase Supplies,,,2027-02-24
BB-5715,BN-BB-5715-01,3180.0,2026-06-09,2026-12-06,active,2026-06-19,Oats,SweetSource Regional,,,2026-12-06
BB-5731,BN-BB-5731-01,1682.0,2026-06-04,2028-07-07,active,2026-06-17,Hand Wash Rose & Geranium - Anti Bacterial,CareWell Distributors,,,2028-07-07
BB-5737,BN-BB-5737-01,187.0,2025-06-14,2026-09-24,active,2025-06-27,Cow Ghee/Tuppa - A2 Gir,GrainCo Vijayawada,,,2026-07-03
BB-5796,BN-BB-5796-01,3594.0,2026-06-04,,active,2026-06-20,Magic Seal Rectangular Plastic Storage Containers - Pink,CleanHome Supplies,,,
BB-58,BN-BB-58-01,314.0,2026-06-08,2027-02-16,active,2026-06-18,Pina Colada,BevCorp India,,,2027-02-16
BB-5809,BN-BB-5809-01,596.0,2026-06-08,2027-03-01,active,2026-06-17,Green Coffee Powder,FruitKing South,,,2027-03-01
BB-5818,BN-BB-5818-01,275.0,2026-05-12,2028-04-29,active,2026-05-23,Pebble Style - Eau De Parfum,CareWell Distributors,,,2028-04-29
BB-5830,BN-BB-5830-01,3934.0,2026-06-10,,active,2026-06-19,Donald Ceramic Milk & Coffee Mug ZS-DB-02,OilTrade AP,,,
BB-5863,BN-BB-5863-01,2895.0,2026-06-04,,active,2026-06-17,Aluminium Large Round Mould - Assorted Colour,FruitKing South,,,
BB-5878,BN-BB-5878-01,312.0,2026-06-05,2026-11-21,active,2026-06-19,Cookies - Oatmeal (Sugar Free),SweetSource Regional,,,2026-11-21
BB-588,BN-BB-588-01,150.0,2026-06-11,,active,2026-06-18,"Pro - Expert Nutrition For Adult Dogs, Weight Management, +2 Years",ChillZone Logistics,,,
BB-5891,BN-BB-5891-01,1461.0,2026-06-12,,active,2026-06-15,"Ice Cube/Freezer Tray - Blue, L5003X2",CareWell Distributors,,,
BB-5896,BN-BB-5896-01,555.0,2026-06-03,2027-06-15,active,2026-06-17,Bib - Car Printed,BabyBase Supplies,,,2027-06-15
BB-5900,BN-BB-5900-01,1567.0,2026-06-03,2027-07-04,active,2026-06-20,Brown Chana,GrainCo Vijayawada,,,2027-07-04
BB-5903,BN-BB-5903-01,247.0,2026-06-11,2026-12-08,active,2026-06-17,Thokku - Vathakozhambu,SweetSource Regional,,,2026-12-08
BB-5925,BN-BB-5925-01,866.0,2026-06-07,2028-07-05,active,2026-06-15,Woman - Urban Musk Body Mist,CareWell Distributors,,,2028-07-05
BB-5948,BN-BB-5948-01,161.0,2026-06-01,2027-02-26,active,2026-06-16,Assorted Energy Bars,CareWell Distributors,,,2027-02-26
BB-5972,BN-BB-5972-01,1071.0,2026-06-12,2026-11-28,active,2026-06-20,Millet Dosa Batter,SweetSource Regional,,,2026-11-28
BB-5976,BN-BB-5976-01,149.0,2026-06-07,2027-05-19,active,2026-06-18,Multigrain Atta - Fortified,GrainCo Vijayawada,,,2027-05-19
BB-5983,BN-BB-5983-01,288.0,2026-06-10,,active,2026-06-19,Stainless Steel Contura Pressure Cooker SSC30,OilTrade AP,,,
BB-5986,BN-BB-5986-01,338.0,2024-06-09,2026-08-23,active,2024-06-21,Neem Churna,CareWell Distributors,,,2026-08-23
BB-5987,BN-BB-5987-01,589.0,2026-06-11,2027-03-29,active,2026-06-18,Caramel,SeasonProof Gear,,,2027-03-29
BB-5998,BN-BB-5998-01,3905.0,2026-06-07,2028-06-11,active,2026-06-16,Sukesha Taila - for Healthy Hair,CareWell Distributors,,,2028-06-11
BB-6000,BN-BB-6000-01,1618.0,2026-06-08,2027-07-01,active,2026-06-19,Select - Kitchen Star Masala,GrainCo Vijayawada,,,2027-07-01
BB-6018,BN-BB-6018-01,23.0,2025-06-11,2026-08-22,active,2025-06-24,"Snack Time - Frankie Roll Masala, Chatpata Flavour",GrainCo Vijayawada,,,2026-06-23
BB-602,BN-BB-602-01,794.0,2026-06-07,2027-06-08,active,2026-06-20,Freshener - Urinal & Toilet,CleanHome Supplies,,,2027-06-08
BB-6022,BN-BB-6022-01,130.0,2024-06-13,,active,2024-06-22,Neem Wood Wide Tooth Comb,CareWell Distributors,,,
BB-6028,BN-BB-6028-01,538.0,2026-06-05,2028-07-25,active,2026-06-16,Sandal Fairness Face Wash,CareWell Distributors,,,2028-07-25
BB-603,BN-BB-603-01,590.0,2026-06-08,2028-07-27,active,2026-06-16,Like Fresh Cut Grass With Morning Dew Room Fragrance Spray,CareWell Distributors,,,2028-07-27
BB-6030,BN-BB-6030-01,1195.0,2026-06-11,2027-03-02,active,2026-06-20,Almond Filled Chocolate Bar,FruitKing South,,,2027-03-02
BB-6050,BN-BB-6050-01,1362.0,2026-06-06,,active,2026-06-15,Plastic Cloth Hangers - Blue,OilTrade AP,,,
BB-6053,BN-BB-6053-01,687.0,2026-06-04,,active,2026-06-15,Director Coffee Mugs - Hilton 355,OilTrade AP,,,
BB-6056,BN-BB-6056-01,175.0,2026-06-10,2028-07-08,active,2026-06-18,Safe Sun 3-In-1 Matte Look Daily Sun Block PA+++ - SPF 40,CareWell Distributors,,,2028-07-08
BB-6058,BN-BB-6058-01,237.0,2026-05-25,2027-02-09,active,2026-06-02,Peri Peri Garlic Dip,CleanHome Supplies,,,2027-02-09
BB-6063,BN-BB-6063-01,396.0,2026-04-25,,active,2026-05-11,Luna Glass Water/Juice Jug - Red,GrainCo Vijayawada,,,
BB-6066,BN-BB-6066-01,416.0,2026-06-05,2028-08-03,active,2026-06-20,Refreshing Menthol Bath Soap,CareWell Distributors,,,2028-08-03
BB-6085,BN-BB-6085-01,214.0,2026-06-04,2027-05-20,active,2026-06-19,Burnt Garlic Cashew/Godambi,GrainCo Vijayawada,,,2027-05-20
BB-611,BN-BB-611-01,0.0,2025-06-13,2026-06-23,disposed,2025-06-18,Organic - Saffron,GrainCo Vijayawada,2026-06-28 16:09:55,USR002,2026-06-23
BB-6110,BN-BB-6110-01,1030.0,2026-06-06,2026-11-18,active,2026-06-17,"Sauce - Pizza & Pasta , Spout",SweetSource Regional,,,2026-11-18
BB-6124,BN-BB-6124-01,525.0,2026-06-12,2028-08-15,active,2026-06-17,Beard Growth Oil - Almond & Thyme Hair Oil,CareWell Distributors,,,2028-08-15
BB-6132,BN-BB-6132-01,1318.0,2026-06-06,,active,2026-06-16,Popular Stainless Steel Outer Lid Pressure Cooker (20652),GrainCo Vijayawada,,,
BB-6136,BN-BB-6136-01,945.0,2026-06-02,2027-06-23,active,2026-06-15,"Organic - Urad Dal/Uddina Bele, Black (Split)",GrainCo Vijayawada,,,2027-06-23
BB-6143,BN-BB-6143-01,352.0,2026-06-03,2026-11-29,active,2026-06-18,Snacks - Tea Time Puri,SweetSource Regional,,,2026-11-29
BB-616,BN-BB-616-01,5366.0,2026-06-06,2028-07-25,active,2026-06-19,Oil Replacement,CareWell Distributors,,,2028-07-25
BB-6179,BN-BB-6179-01,231.0,2026-06-06,2027-07-07,active,2026-06-15,Channa - Brown/Kadale Kaalu,GrainCo Vijayawada,,,2027-07-07
BB-6186,BN-BB-6186-01,2087.0,2026-06-13,2027-06-16,active,2026-06-19,"Decorative Wax Scented Candles & Holder - Red, BB-1263, Strawberry",CleanHome Supplies,,,2027-06-16
BB-6219,BN-BB-6219-01,202.0,2026-06-03,2028-05-01,active,2026-06-16,Liquorice Shea Lip Butter Balm,CareWell Distributors,,,2028-05-01
BB-6224,BN-BB-6224-01,228.0,2026-06-10,2028-06-13,active,2026-06-19,Kabz Over,CareWell Distributors,,,2028-06-13
BB-6249,BN-BB-6249-01,174.0,2026-06-14,2026-12-07,active,2026-06-19,Biscuits - Marie,SweetSource Regional,,,2026-12-07
BB-6284,BN-BB-6284-01,533.0,2026-06-08,2026-08-24,active,2026-06-20,Rusk - Garlic,DairyBest Krishna,,,2026-08-24
BB-629,BN-BB-629-01,2803.0,2026-06-06,2028-05-03,active,2026-06-19,Patchouli Pure Aroma Essential Oil,CareWell Distributors,,,2028-05-03
BB-63,BN-BB-63-01,1716.0,2026-06-07,,active,2026-06-15,Zaire Steel Iron Board/ Iron Table - Black Text Design,FestiveWorld Supplies,,,
BB-6306,BN-BB-6306-01,527.0,2026-06-11,2028-06-15,active,2026-06-18,Hair Styl Wax - Matte,CareWell Distributors,,,2028-06-15
BB-6320,BN-BB-6320-01,143.0,2026-06-04,2026-07-14,expired,2026-06-16,Tricone - Butterscotch Ice Cream,DairyBest Krishna,,,2026-07-14
BB-6326,BN-BB-6326-01,115.0,2026-06-08,2026-08-20,active,2026-06-17,Tofu Supreme - Garlic Pepper,DairyBest Krishna,,,2026-08-20
BB-6329,BN-BB-6329-01,4816.0,2026-06-09,2028-03-31,active,2026-06-19,Strong & Long Health Shampoo,CareWell Distributors,,,2028-03-31
BB-6330,BN-BB-6330-01,2611.0,2026-06-11,2026-12-08,active,2026-06-19,Overnight Oats - Banana Chocolate,SweetSource Regional,,,2026-12-08
BB-6359,BN-BB-6359-01,1107.0,2026-06-09,2026-12-12,active,2026-06-20,Instant - Avalakki Upma Mix,SweetSource Regional,,,2026-12-12
BB-6361,BN-BB-6361-01,444.0,2026-06-11,2028-04-17,active,2026-06-17,"Dog Food - Optimum Performance, Puppy",BabyBase Supplies,,,2028-04-17
BB-6369,BN-BB-6369-01,722.0,2026-06-02,2027-05-27,active,2026-06-15,"Blue Printed Pencil Pouchv - PU, BB1288BLU",CleanHome Supplies,,,2027-05-27
BB-638,BN-BB-638-01,580.0,2026-06-06,,active,2026-06-15,"Chai/Bonechina Coffee Mug - Yellow, Leaf Print",CleanHome Supplies,,,
BB-6384,BN-BB-6384-01,266.0,2026-06-08,2027-05-19,active,2026-06-18,"Multi Utility Plastic Basket - Small, Smokey Grey, Royal",CleanHome Supplies,,,2027-05-19
BB-6397,BN-BB-6397-01,1599.0,2026-06-09,,active,2026-06-20,Chai / Coffee/ Tea-Milk Mug - Red with White Polka Dots Print,OilTrade AP,,,
BB-6416,BN-BB-6416-01,179.0,2026-06-02,2028-05-10,active,2026-06-16,Sandal Radiance Talc,CareWell Distributors,,,2028-05-10
BB-6418,BN-BB-6418-01,166.0,2026-06-06,2026-11-30,active,2026-06-16,"Peru Dark Amazon, Single Origin Dark Chocolate - 55%",SweetSource Regional,,,2026-11-30
BB-6429,BN-BB-6429-01,1780.0,2026-06-10,,active,2026-06-15,"Steel Storage/Lunch Container - No.14, Grey, Klip It",MedLife Wholesale,,,
BB-6442,BN-BB-6442-01,1626.0,2026-06-02,2027-06-11,active,2026-06-15,Powder - Sandal,CleanHome Supplies,,,2027-06-11
BB-647,BN-BB-647-01,178.0,2026-06-06,,active,2026-06-17,Dulhaniya Transparent Plastic Container/ Saree Storage Box - Transparent,SeasonProof Gear,,,
BB-6478,BN-BB-6478-01,1164.0,2026-06-09,2027-06-30,active,2026-06-18,Seasoning - Chinese,GrainCo Vijayawada,,,2027-06-30
BB-6489,BN-BB-6489-01,26.0,2026-05-21,2027-03-07,active,2026-06-04,Hot Chocolate - Mexican Spiced,BakeMaster Artisans,,,2027-03-07
BB-6499,BN-BB-6499-01,1378.0,2026-06-15,,active,2026-06-20,"Heavy Duty Ironing Board Cum Ladder - Grey, BB1437",ChillZone Logistics,,,
BB-6505,BN-BB-6505-01,988.0,2026-06-06,,active,2026-06-17,Peeler Big Pipe Handle-Bristle Pack,ChillZone Logistics,,,
BB-6514,BN-BB-6514-01,3210.0,2026-06-11,2028-08-20,active,2026-06-16,Dance Diamonds Eau De Toilette & Deodorant Spray,CareWell Distributors,,,2028-08-20
BB-6522,BN-BB-6522-01,499.0,2026-06-08,2027-07-09,active,2026-06-20,Nutflix Trail Mix - Powerhouse Of Energy,GrainCo Vijayawada,,,2027-07-09
BB-6531,BN-BB-6531-01,2062.0,2026-06-10,2027-05-13,active,2026-06-16,Surf Excel Matic Top Load Detergent 2kg + Comfort After Wash Morning Fresh 800ml,CleanHome Supplies,,,2027-05-13
BB-6551,BN-BB-6551-01,569.0,2026-06-05,2026-11-24,active,2026-06-16,Tedhe Medhe - Masala Tadka,SweetSource Regional,,,2026-11-24
BB-6556,BN-BB-6556-01,1908.0,2026-06-06,2028-05-11,active,2026-06-20,Dead Sea Bath Salt,CareWell Distributors,,,2028-05-11
BB-6573,BN-BB-6573-01,61.0,2026-06-05,2026-10-24,active,2026-06-15,Sugarcane,FruitKing South,,,2026-07-10
BB-6581,BN-BB-6581-01,1330.0,2026-06-06,2027-05-09,active,2026-06-15,Fevicreate Make Your Own Photo Frame,CleanHome Supplies,,,2027-05-09
BB-6582,BN-BB-6582-01,2010.0,2026-06-06,2028-03-25,active,2026-06-17,Gold Creme Skin Bleach - Golden Glow,CareWell Distributors,,,2028-03-25
BB-66,BN-BB-66-01,350.0,2026-06-14,2028-05-28,active,2026-06-17,After Bath Oil - Chocolate Vanilla,CareWell Distributors,,,2028-05-28
BB-6623,BN-BB-6623-01,1348.0,2026-06-07,2027-07-13,active,2026-06-16,Grinder - Rock Salt,GrainCo Vijayawada,,,2027-07-13
BB-6624,BN-BB-6624-01,130.0,2026-06-06,2026-11-27,active,2026-06-15,Corn Flour,SweetSource Regional,,,2026-11-27
BB-6640,BN-BB-6640-01,772.0,2026-06-12,2027-02-16,active,2026-06-19,Pasta - Spaghetti,CleanHome Supplies,,,2027-02-16
BB-6648,BN-BB-6648-01,1556.0,2026-06-10,2027-06-02,active,2026-06-20,Sanitary Disposal Bag,BabyBase Supplies,,,2027-06-02
BB-6649,BN-BB-6649-01,3239.0,2026-06-12,,active,2026-06-19,"Tea Strainer - Stainless Steel, Medium",BakeMaster Artisans,,,
BB-665,BN-BB-665-01,119.0,2026-06-05,2026-07-22,active,2026-06-10,"Pork - Speck Ham, Meat",PaperEdge Stationery,,,2026-07-22
BB-6665,BN-BB-6665-01,1505.0,2026-06-06,2027-06-17,active,2026-06-17,"On The Go Travel Disinfectant Spray â€“ Kills 99.9% Germs, Alcohol based, Anti-bacterial, Citrus Fragrance",CleanHome Supplies,,,2027-06-17
BB-6666,BN-BB-6666-01,30.0,2026-06-19,2026-08-23,active,2026-06-24,"Beans - Cluster, Organically Grown",FruitKing South,,,2026-08-23
BB-6678,BN-BB-6678-01,1350.0,2026-05-31,,active,2026-06-16,Hygiene Plus Non Clumping 100% Natural Cat Litter,ChillZone Logistics,,,
BB-6695,BN-BB-6695-01,89.0,2026-06-09,2026-12-01,active,2026-06-18,Dream Cream - Choco Vanilla Cream Biscuit - Cookie,SweetSource Regional,,,2026-12-01
BB-6703,BN-BB-6703-01,291.0,2026-06-08,2027-03-08,active,2026-06-20,Stevia 100% Natural Sweetener,GrainCo Vijayawada,,,2027-03-08
BB-6704,BN-BB-6704-01,265.0,2026-05-08,2028-05-26,active,2026-05-16,"Body Lotion For Very Dry Skin - Nourishing Body Milk With 2x Almond Oil, For Men & Women",CareWell Distributors,,,2028-05-26
BB-6706,BN-BB-6706-01,284.0,2026-06-09,2028-06-11,active,2026-06-18,Teatree Essential Oil,CareWell Distributors,,,2028-06-11
BB-6714,BN-BB-6714-01,686.0,2026-06-05,2026-08-11,active,2026-06-18,Beans - Cluster,FruitKing South,,,2026-07-10
BB-6726,BN-BB-6726-01,370.0,2026-06-04,2027-03-22,active,2026-06-19,Marmalade - Orange,CleanHome Supplies,,,2027-03-22
BB-6734,BN-BB-6734-01,4665.0,2026-06-05,,active,2026-06-18,"Chota Bheem Medium Size Plastic Lunch Box - With Inner Container, Fork & Spoon, Assorted Colour",BabyBase Supplies,,,
BB-6739,BN-BB-6739-01,450.0,2026-06-10,2028-05-13,active,2026-06-19,Thalasso Hydro Gel,CareWell Distributors,,,2028-05-13
BB-6755,BN-BB-6755-01,1771.0,2026-06-16,2028-08-08,active,2026-06-20,Green Tea Gentle Detox Set,CareWell Distributors,,,2028-08-08
BB-6764,BN-BB-6764-01,4205.0,2026-06-11,2027-05-08,active,2026-06-16,Casablanca Serving Tray - Small & Medium,CleanHome Supplies,,,2027-05-08
BB-6768,BN-BB-6768-01,103.0,2025-06-18,,active,2025-06-23,"Multi Storage Food Container - Multicolour, 160g",BabyBase Supplies,,,
BB-6775,BN-BB-6775-01,2902.0,2026-06-05,2027-03-29,active,2026-06-17,Jain Italian Spice Mix,OilTrade AP,,,2027-03-29
BB-6782,BN-BB-6782-01,2825.0,2026-06-04,2026-11-13,active,2026-06-17,Namkeen Khatta Meetha,SweetSource Regional,,,2026-11-13
BB-6790,BN-BB-6790-01,1098.0,2026-06-07,2027-07-01,active,2026-06-16,Wonder Dry Pants - Double Extra Large Size Diapers,BabyBase Supplies,,,2027-07-01
BB-6804,BN-BB-6804-01,3253.0,2026-06-10,2027-06-01,active,2026-06-16,Air Freshener - Rose,CleanHome Supplies,,,2027-06-01
BB-6818,BN-BB-6818-01,239.0,2026-06-14,2028-04-25,active,2026-06-19,Neem Oil,CareWell Distributors,,,2028-04-25
BB-6822,BN-BB-6822-01,312.0,2026-06-10,2027-02-23,active,2026-06-18,Almonds - American,BabyBase Supplies,,,2027-02-23
BB-6823,BN-BB-6823-01,189.0,2026-05-31,,active,2026-06-15,Water/Juice Glass - Crystal Cut,PaperEdge Stationery,,,
BB-6826,BN-BB-6826-01,116.0,2026-06-09,2026-12-08,active,2026-06-16,FunFoods Red Chilli Sauce,SweetSource Regional,,,2026-12-08
BB-6827,BN-BB-6827-01,1235.0,2026-06-10,2027-03-17,active,2026-06-17,Italian Dressing - 81% less fat,SeasonProof Gear,,,2027-03-17
BB-683,BN-BB-683-01,1700.0,2026-06-06,2026-11-18,active,2026-06-20,"Sugar Free Cereals - Whole Oatmeal With Rolled Oats, Chia & Real Fruits",SweetSource Regional,,,2026-11-18
BB-6836,BN-BB-6836-01,362.0,2026-06-14,2027-05-12,active,2026-06-19,Multipurpose Alcohol Based Disinfectant Sanitiser Spray - Kills 99.9% Germs,CleanHome Supplies,,,2027-05-12
BB-6840,BN-BB-6840-01,762.0,2026-06-09,2028-06-17,active,2026-06-19,"Wottagirl! Perfume Spray - Heaven, Classic",CareWell Distributors,,,2028-06-17
BB-6855,BN-BB-6855-01,4589.0,2026-06-06,2028-05-30,active,2026-06-17,Replenishing Night Cream,CareWell Distributors,,,2028-05-30
BB-6857,BN-BB-6857-01,3155.0,2026-06-08,2026-12-19,active,2026-06-20,Barley Flakes,SweetSource Regional,,,2026-12-19
BB-6858,BN-BB-6858-01,100.0,2026-06-10,2027-03-01,active,2026-06-18,Mango Drink Powder,SweetSource Regional,,,2027-03-01
BB-6866,BN-BB-6866-01,70.0,2025-12-23,2026-09-13,active,2025-12-30,Assorted Mini Nutrition Energy Bites,SweetSource Regional,,,2026-09-13
BB-6873,BN-BB-6873-01,257.0,2026-06-12,,active,2026-06-18,"Plastic & Stainless Steel Lunch Box - Red, BB1380RED",CleanHome Supplies,,,
BB-6895,BN-BB-6895-01,4409.0,2026-06-04,,active,2026-06-16,Lunch Box/Tiffin Set Stainless Steel with Steel Lid & Bag - Duo,FestiveWorld Supplies,,,
BB-6913,BN-BB-6913-01,321.0,2026-06-06,2027-03-11,active,2026-06-18,Tea - Eternal Jasmine,CareWell Distributors,,,2027-03-11
BB-6933,BN-BB-6933-01,32.0,2025-09-12,2026-09-17,active,2025-09-26,Chocolate O's - Gluten Free,BakeMaster Artisans,,,2026-06-28
BB-6935,BN-BB-6935-01,4529.0,2026-06-02,2028-08-01,active,2026-06-15,"Lunch Pack - Container, Assorted Colour, Food Hub",FestiveWorld Supplies,,,2028-08-01
BB-6947,BN-BB-6947-01,319.0,2026-06-04,2028-08-03,active,2026-06-19,"7X Beard Oil - Love Spell, 7 Premium Oils Blend Supports Beard Growth & Nourishment",CareWell Distributors,,,2028-08-03
BB-6965,BN-BB-6965-01,477.0,2026-06-12,2027-05-18,active,2026-06-19,Baby Moments Soap,BabyBase Supplies,,,2027-05-18
BB-6974,BN-BB-6974-01,154.0,2026-05-29,2027-05-20,active,2026-06-15,Protect Disinfectant Spray For Hard & Soft Surfaces - Lavender Fragrance,CleanHome Supplies,,,2027-05-20
BB-6997,BN-BB-6997-01,1186.0,2026-06-03,2026-07-22,active,2026-06-15,Badam Flavoured Milk,DairyBest Krishna,,,2026-07-22
BB-7006,BN-BB-7006-01,113.0,2026-06-14,2026-08-27,active,2026-06-19,Almond Coconut - Unsweetened Milk,DairyBest Krishna,,,2026-08-27
BB-7008,BN-BB-7008-01,617.0,2026-06-10,2026-09-11,active,2026-06-18,Raw Mango - Diced,FruitKing South,,,2026-07-10
BB-701,BN-BB-701-01,144.0,2026-06-12,2027-02-19,active,2026-06-20,Green Tea - Regular,BevCorp India,,,2027-02-19
BB-7010,BN-BB-7010-01,700.0,2025-09-18,2026-08-23,active,2025-09-26,"Harippa Roasted Seeds - Pumpkin, Cheesy Onion",SweetSource Regional,,,2026-08-23
BB-7017,BN-BB-7017-01,818.0,2026-06-07,2027-02-20,active,2026-06-17,Masala Chai Loose Black Tea,PaperEdge Stationery,,,2027-02-20
BB-7034,BN-BB-7034-01,689.0,2026-06-12,2028-05-04,active,2026-06-20,Intense Hair Treatment Kit,CareWell Distributors,,,2028-05-04
BB-705,BN-BB-705-01,1832.0,2026-06-03,,active,2026-06-20,Vassomax Vasodilation Complex - Lemon Ice Tea Flavour,PaperEdge Stationery,,,
BB-7051,BN-BB-7051-01,296.0,2026-06-09,2028-08-08,active,2026-06-20,Intensive Care Cocoa Glow Body Lotion,CareWell Distributors,,,2028-08-08
BB-7052,BN-BB-7052-01,93.0,2026-06-07,2026-08-23,active,2026-06-18,"Coconut Milk Yogurt - With Coconut Jaggery, Dairy Free",DairyBest Krishna,,,2026-08-23
BB-7076,BN-BB-7076-01,2168.0,2026-06-07,2027-02-22,active,2026-06-20,"Gouda Cheese - Olives & Tomato, Diced",SeasonProof Gear,,,2027-02-22
BB-7083,BN-BB-7083-01,528.0,2026-06-10,,active,2026-06-20,"Stainless Steel Slotted Serving Spoon - No. 13, Silvera",CleanHome Supplies,,,
BB-7089,BN-BB-7089-01,263.0,2026-06-08,2026-12-18,active,2026-06-17,Mayonnaise - Burger,SweetSource Regional,,,2026-12-18
BB-7090,BN-BB-7090-01,1346.0,2026-06-11,2027-02-14,active,2026-06-19,Vegan Parmesan Cheezy Seasoning,MedLife Wholesale,,,2027-02-14
BB-7102,BN-BB-7102-01,1749.0,2026-06-04,,active,2026-06-16,Svachh DLX Alpha Steel Outer Lid Pressure Cooker (20247),FestiveWorld Supplies,,,
BB-711,BN-BB-711-01,175.0,2024-06-18,,active,2024-06-24,"Spoon Stand - Small, Stainless Steel",BabyBase Supplies,,,
BB-7146,BN-BB-7146-01,165.0,2026-06-06,2028-05-27,active,2026-06-18,Ayurvedic Pimple Treatment Kit,CareWell Distributors,,,2028-05-27
BB-7167,BN-BB-7167-01,170.0,2026-06-03,,active,2026-06-15,Aluminium Outer Lid Pressure Cooker - Evok,GrainCo Vijayawada,,,
BB-719,BN-BB-719-01,1523.0,2026-06-05,,active,2026-06-15,Stainless Steel Contura Pressure Cooker SSC50,BabyBase Supplies,,,
BB-7195,BN-BB-7195-01,413.0,2026-06-06,2027-05-13,active,2026-06-16,"Rice/Akki - Raw, Sona Masoori",GrainCo Vijayawada,,,2027-05-13
BB-7198,BN-BB-7198-01,80.0,2025-06-10,2026-08-17,active,2025-06-23,"Wax Diya - Tulsi, Assorted Colour, ED135,",CleanHome Supplies,,,2026-08-17
BB-7216,BN-BB-7216-01,1052.0,2026-06-07,2027-03-13,active,2026-06-16,Masala Tea,BevCorp India,,,2027-03-13
BB-7228,BN-BB-7228-01,793.0,2026-06-09,2028-06-23,active,2026-06-17,Dott Max Condoms,CareWell Distributors,,,2028-06-23
BB-7244,BN-BB-7244-01,1648.0,2026-06-02,2027-07-01,active,2026-06-17,Brass Prasad Plate - 7 Inch,CleanHome Supplies,,,2027-07-01
BB-7263,BN-BB-7263-01,5349.0,2026-06-10,,active,2026-06-19,"Combo - Coloured Non-Stick Flat Tawa & Kadai, Blue",MedLife Wholesale,,,
BB-7274,BN-BB-7274-01,417.0,2026-06-11,,active,2026-06-18,Glass Speckle Bowl - Wine,SeasonProof Gear,,,
BB-7285,BN-BB-7285-01,448.0,2026-06-05,2027-06-13,active,2026-06-15,Printed Fancy Napkin,CleanHome Supplies,,,2027-06-13
BB-7287,BN-BB-7287-01,156.0,2026-06-10,2026-08-21,active,2026-06-18,Frozen Dessert - Crunchy Butterscotch,DairyBest Krishna,,,2026-08-21
BB-729,BN-BB-729-01,1109.0,2026-06-08,2027-03-22,active,2026-06-20,Himalayan Pink Salt 400 g + Chia Seeds 100 g,FreshFarm Veg Market,,,2027-03-22
BB-7294,BN-BB-7294-01,979.0,2026-06-11,2027-03-16,active,2026-06-18,On The Go - Peri Peri Nachos & Salsa Dip,SweetSource Regional,,,2027-03-16
