InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
11754,GR015,Salt 1kg,1,2025-02-22 21:28:00,20,4340
11754,GR010,Yogurt 200g,4,2025-02-22 21:28:00,25,4340
11755,GR008,Wheat Flour 1kg,7,2025-02-10 23:41:00,55,1526
11756,GR001,Milk 1L,8,2025-05-10 03:09:00,60,4891
11756,GR005,Sugar 1kg,8,2025-05-10 03:09:00,50,4891
11757,GR004,Basmati Rice 1kg,5,2025-04-29 14:58:00,120,4227
11757,GR015,Salt 1kg,4,2025-04-29 14:58:00,20,4227
11757,GR002,Bread,6,2025-04-29 14:58:00,40,4227
11758,GR014,Tomatoes 1kg,7,2025-02-02 19:44:00,40,2981
11758,GR010,Yogurt 200g,1,2025-02-02 19:44:00,25,2981
11758,GR013,Onions 1kg,4,2025-02-02 19:44:00,35,2981
11758,GR006,Sunflower Oil 1L,4,2025-02-02 19:44:00,160,2981
11759,GR008,Wheat Flour 1kg,7,2025-07-11 10:39:00,55,2673
11760,GR008,Wheat Flour 1kg,8,2025-04-09 06:55:00,55,1283
11760,GR011,Bananas 1 dozen,1,2025-04-09 06:55:00,50,1283
11760,GR013,Onions 1kg,2,2025-04-09 06:55:00,35,1283
11760,GR004,Basmati Rice 1kg,2,2025-04-09 06:55:00,120,1283
11760,GR003,Eggs Pack (12),5,2025-04-09 06:55:00,90,1283
11761,GR014,Tomatoes 1kg,8,2025-05-10 22:53:00,40,1654
11761,GR009,Butter 100g,8,2025-05-10 22:53:00,60,1654
11761,GR008,Wheat Flour 1kg,3,2025-05-10 22:53:00,55,1654
11761,GR011,Bananas 1 dozen,4,2025-05-10 22:53:00,50,1654
11761,GR015,Salt 1kg,8,2025-05-10 22:53:00,20,1654
11762,GR006,Sunflower Oil 1L,6,2025-01-04 07:56:00,160,1641
11762,GR002,Bread,2,2025-01-04 07:56:00,40,1641
11762,GR004,Basmati Rice 1kg,4,2025-01-04 07:56:00,120,1641
11762,GR010,Yogurt 200g,3,2025-01-04 07:56:00,25,1641
11762,GR013,Onions 1kg,6,2025-01-04 07:56:00,35,1641
11763,GR005,Sugar 1kg,3,2025-05-20 19:56:00,50,4372
11763,GR015,Salt 1kg,5,2025-05-20 19:56:00,20,4372
11764,GR009,Butter 100g,6,2025-03-27 20:59:00,60,1741
11764,GR015,Salt 1kg,2,2025-03-27 20:59:00,20,1741
11764,GR006,Sunflower Oil 1L,8,2025-03-27 20:59:00,160,1741
11764,GR004,Basmati Rice 1kg,5,2025-03-27 20:59:00,120,1741
11764,GR007,Tea Powder 500g,7,2025-03-27 20:59:00,140,1741
11764,GR008,Wheat Flour 1kg,7,2025-03-27 20:59:00,55,1741
11765,GR015,Salt 1kg,3,2025-03-03 01:13:00,20,1603
11765,GR004,Basmati Rice 1kg,1,2025-03-03 01:13:00,120,1603
11765,GR012,Potatoes 1kg,1,2025-03-03 01:13:00,30,1603
11765,GR002,Bread,3,2025-03-03 01:13:00,40,1603
11765,GR008,Wheat Flour 1kg,8,2025-03-03 01:13:00,55,1603
11766,GR008,Wheat Flour 1kg,6,2025-01-28 14:32:00,55,1667
11766,GR011,Bananas 1 dozen,2,2025-01-28 14:32:00,50,1667
11766,GR014,Tomatoes 1kg,2,2025-01-28 14:32:00,40,1667
11766,GR010,Yogurt 200g,8,2025-01-28 14:32:00,25,1667
11766,GR004,Basmati Rice 1kg,1,2025-01-28 14:32:00,120,1667
11767,GR010,Yogurt 200g,3,2025-04-10 19:53:00,25,4407
11767,GR001,Milk 1L,6,2025-04-10 19:53:00,60,4407
11768,GR010,Yogurt 200g,7,2025-06-14 07:36:00,25,2450
11768,GR006,Sunflower Oil 1L,3,2025-06-14 07:36:00,160,2450
11768,GR002,Bread,8,2025-06-14 07:36:00,40,2450
11769,GR014,Tomatoes 1kg,6,2025-05-26 06:39:00,40,2313
11769,GR012,Potatoes 1kg,3,2025-05-26 06:39:00,30,2313
11769,GR011,Bananas 1 dozen,7,2025-05-26 06:39:00,50,2313
11769,GR002,Bread,4,2025-05-26 06:39:00,40,2313
11769,GR015,Salt 1kg,6,2025-05-26 06:39:00,20,2313
11770,GR001,Milk 1L,1,2025-06-25 10:09:00,60,1364
11770,GR004,Basmati Rice 1kg,3,2025-06-25 10:09:00,120,1364
11770,GR006,Sunflower Oil 1L,7,2025-06-25 10:09:00,160,1364
11770,GR014,Tomatoes 1kg,1,2025-06-25 10:09:00,40,1364
11771,GR015,Salt 1kg,5,2025-01-03 06:37:00,20,2457
11771,GR012,Potatoes 1kg,7,2025-01-03 06:37:00,30,2457
11771,GR001,Milk 1L,2,2025-01-03 06:37:00,60,2457
11771,GR010,Yogurt 200g,5,2025-01-03 06:37:00,25,2457
11771,GR013,Onions 1kg,3,2025-01-03 06:37:00,35,2457
11772,GR009,Butter 100g,3,2025-01-11 21:41:00,60,1544
11772,GR015,Salt 1kg,2,2025-01-11 21:41:00,20,1544
11772,GR003,Eggs Pack (12),8,2025-01-11 21:41:00,90,1544
11772,GR008,Wheat Flour 1kg,4,2025-01-11 21:41:00,55,1544
11772,GR001,Milk 1L,5,2025-01-11 21:41:00,60,1544
11773,GR002,Bread,7,2025-01-15 07:01:00,40,2919
11773,GR014,Tomatoes 1kg,1,2025-01-15 07:01:00,40,2919
11773,GR011,Bananas 1 dozen,1,2025-01-15 07:01:00,50,2919
11774,GR010,Yogurt 200g,1,2025-07-20 13:39:00,25,4099
11774,GR007,Tea Powder 500g,6,2025-07-20 13:39:00,140,4099
11774,GR003,Eggs Pack (12),5,2025-07-20 13:39:00,90,4099
11774,GR012,Potatoes 1kg,4,2025-07-20 13:39:00,30,4099
11774,GR001,Milk 1L,8,2025-07-20 13:39:00,60,4099
11774,GR011,Bananas 1 dozen,6,2025-07-20 13:39:00,50,4099
11775,GR003,Eggs Pack (12),7,2025-05-30 01:03:00,90,3751
11776,GR004,Basmati Rice 1kg,6,2025-02-16 00:49:00,120,1533
11776,GR007,Tea Powder 500g,6,2025-02-16 00:49:00,140,1533
11777,GR006,Sunflower Oil 1L,1,2025-07-09 19:39:00,160,1066
11777,GR003,Eggs Pack (12),7,2025-07-09 19:39:00,90,1066
11777,GR005,Sugar 1kg,6,2025-07-09 19:39:00,50,1066
11777,GR012,Potatoes 1kg,6,2025-07-09 19:39:00,30,1066
11778,GR005,Sugar 1kg,2,2025-01-21 12:39:00,50,4560
11778,GR010,Yogurt 200g,2,2025-01-21 12:39:00,25,4560
11779,GR011,Bananas 1 dozen,2,2025-05-18 04:39:00,50,4431
11780,GR015,Salt 1kg,4,2025-06-10 17:50:00,20,3875
11780,GR006,Sunflower Oil 1L,4,2025-06-10 17:50:00,160,3875
11780,GR003,Eggs Pack (12),8,2025-06-10 17:50:00,90,3875
11780,GR010,Yogurt 200g,5,2025-06-10 17:50:00,25,3875
11780,GR014,Tomatoes 1kg,3,2025-06-10 17:50:00,40,3875
11780,GR012,Potatoes 1kg,2,2025-06-10 17:50:00,30,3875
11781,GR007,Tea Powder 500g,2,2025-02-26 20:39:00,140,1020
11781,GR008,Wheat Flour 1kg,7,2025-02-26 20:39:00,55,1020
11781,GR003,Eggs Pack (12),5,2025-02-26 20:39:00,90,1020
11781,GR010,Yogurt 200g,5,2025-02-26 20:39:00,25,1020
11782,GR001,Milk 1L,1,2025-07-14 04:17:00,60,1918
11782,GR003,Eggs Pack (12),3,2025-07-14 04:17:00,90,1918
11782,GR007,Tea Powder 500g,6,2025-07-14 04:17:00,140,1918
11782,GR009,Butter 100g,8,2025-07-14 04:17:00,60,1918
11782,GR014,Tomatoes 1kg,8,2025-07-14 04:17:00,40,1918
11782,GR012,Potatoes 1kg,5,2025-07-14 04:17:00,30,1918
11783,GR009,Butter 100g,5,2025-04-30 04:01:00,60,1741
11784,GR004,Basmati Rice 1kg,7,2025-03-12 06:50:00,120,4190
11784,GR009,Butter 100g,6,2025-03-12 06:50:00,60,4190
11784,GR008,Wheat Flour 1kg,7,2025-03-12 06:50:00,55,4190
11784,GR012,Potatoes 1kg,4,2025-03-12 06:50:00,30,4190
11785,GR010,Yogurt 200g,8,2025-03-10 01:40:00,25,3749
11785,GR002,Bread,8,2025-03-10 01:40:00,40,3749
11785,GR009,Butter 100g,3,2025-03-10 01:40:00,60,3749
11785,GR003,Eggs Pack (12),8,2025-03-10 01:40:00,90,3749
11785,GR015,Salt 1kg,4,2025-03-10 01:40:00,20,3749
11785,GR007,Tea Powder 500g,6,2025-03-10 01:40:00,140,3749
11786,GR013,Onions 1kg,7,2025-03-28 14:32:00,35,1641
11787,GR001,Milk 1L,1,2025-06-22 16:50:00,60,4742
11787,GR008,Wheat Flour 1kg,2,2025-06-22 16:50:00,55,4742
11788,GR004,Basmati Rice 1kg,8,2025-06-30 04:36:00,120,1283
11788,GR011,Bananas 1 dozen,3,2025-06-30 04:36:00,50,1283
11788,GR013,Onions 1kg,7,2025-06-30 04:36:00,35,1283
11788,GR002,Bread,3,2025-06-30 04:36:00,40,1283
11789,GR014,Tomatoes 1kg,1,2025-04-09 08:03:00,40,2811
11789,GR012,Potatoes 1kg,4,2025-04-09 08:03:00,30,2811
11789,GR015,Salt 1kg,7,2025-04-09 08:03:00,20,2811
11789,GR010,Yogurt 200g,6,2025-04-09 08:03:00,25,2811
11790,GR011,Bananas 1 dozen,1,2025-05-05 17:31:00,50,4443
11790,GR006,Sunflower Oil 1L,5,2025-05-05 17:31:00,160,4443
11791,GR005,Sugar 1kg,8,2025-04-16 15:45:00,50,1741
11791,GR004,Basmati Rice 1kg,6,2025-04-16 15:45:00,120,1741
11791,GR014,Tomatoes 1kg,4,2025-04-16 15:45:00,40,1741
11791,GR012,Potatoes 1kg,6,2025-04-16 15:45:00,30,1741
11792,GR002,Bread,4,2025-02-13 01:18:00,40,2899
11792,GR012,Potatoes 1kg,8,2025-02-13 01:18:00,30,2899
11793,GR010,Yogurt 200g,6,2025-04-16 20:32:00,25,3033
11794,GR004,Basmati Rice 1kg,5,2025-06-19 09:04:00,120,3346
11795,GR005,Sugar 1kg,4,2025-04-03 02:44:00,50,2376
11795,GR013,Onions 1kg,2,2025-04-03 02:44:00,35,2376
11795,GR003,Eggs Pack (12),8,2025-04-03 02:44:00,90,2376
11795,GR015,Salt 1kg,8,2025-04-03 02:44:00,20,2376
11796,GR004,Basmati Rice 1kg,4,2025-01-21 02:16:00,120,1388
11796,GR006,Sunflower Oil 1L,7,2025-01-21 02:16:00,160,1388
11796,GR013,Onions 1kg,8,2025-01-21 02:16:00,35,1388
11796,GR012,Potatoes 1kg,4,2025-01-21 02:16:00,30,1388
11797,GR014,Tomatoes 1kg,7,2025-04-23 00:11:00,40,4173
11798,GR004,Basmati Rice 1kg,4,2025-01-06 05:18:00,120,4952
11798,GR013,Onions 1kg,8,2025-01-06 05:18:00,35,4952
11798,GR006,Sunflower Oil 1L,4,2025-01-06 05:18:00,160,4952
11798,GR011,Bananas 1 dozen,6,2025-01-06 05:18:00,50,4952
11798,GR012,Potatoes 1kg,8,2025-01-06 05:18:00,30,4952
11798,GR007,Tea Powder 500g,1,2025-01-06 05:18:00,140,4952
11799,GR011,Bananas 1 dozen,2,2025-04-13 03:32:00,50,1131
11799,GR002,Bread,7,2025-04-13 03:32:00,40,1131
11799,GR009,Butter 100g,5,2025-04-13 03:32:00,60,1131
11799,GR003,Eggs Pack (12),6,2025-04-13 03:32:00,90,1131
11799,GR001,Milk 1L,5,2025-04-13 03:32:00,60,1131
11799,GR015,Salt 1kg,3,2025-04-13 03:32:00,20,1131
11800,GR005,Sugar 1kg,3,2025-07-08 15:18:00,50,4812
11800,GR010,Yogurt 200g,4,2025-07-08 15:18:00,25,4812
11800,GR007,Tea Powder 500g,8,2025-07-08 15:18:00,140,4812
11800,GR003,Eggs Pack (12),6,2025-07-08 15:18:00,90,4812
11800,GR001,Milk 1L,5,2025-07-08 15:18:00,60,4812
11800,GR012,Potatoes 1kg,1,2025-07-08 15:18:00,30,4812
11801,GR006,Sunflower Oil 1L,4,2025-01-07 05:22:00,160,2450
11802,GR006,Sunflower Oil 1L,7,2025-05-29 15:43:00,160,1283
11803,GR003,Eggs Pack (12),5,2025-04-04 03:52:00,90,3888
11804,GR002,Bread,3,2025-04-02 07:08:00,40,2350
11804,GR003,Eggs Pack (12),2,2025-04-02 07:08:00,90,2350
11804,GR009,Butter 100g,6,2025-04-02 07:08:00,60,2350
11804,GR001,Milk 1L,8,2025-04-02 07:08:00,60,2350
11805,GR014,Tomatoes 1kg,7,2025-04-15 23:56:00,40,3831
11805,GR009,Butter 100g,8,2025-04-15 23:56:00,60,3831
11805,GR004,Basmati Rice 1kg,4,2025-04-15 23:56:00,120,3831
11805,GR013,Onions 1kg,1,2025-04-15 23:56:00,35,3831
11805,GR002,Bread,7,2025-04-15 23:56:00,40,3831
11806,GR007,Tea Powder 500g,1,2025-07-03 13:08:00,140,3498
11806,GR011,Bananas 1 dozen,6,2025-07-03 13:08:00,50,3498
11807,GR001,Milk 1L,6,2025-02-10 15:32:00,60,1217
11807,GR004,Basmati Rice 1kg,6,2025-02-10 15:32:00,120,1217
11807,GR013,Onions 1kg,4,2025-02-10 15:32:00,35,1217
11808,GR015,Salt 1kg,2,2025-04-28 00:51:00,20,3033
11808,GR012,Potatoes 1kg,6,2025-04-28 00:51:00,30,3033
11808,GR003,Eggs Pack (12),4,2025-04-28 00:51:00,90,3033
11808,GR005,Sugar 1kg,4,2025-04-28 00:51:00,50,3033
11809,GR013,Onions 1kg,3,2025-02-21 14:18:00,35,4322
11809,GR014,Tomatoes 1kg,4,2025-02-21 14:18:00,40,4322
11809,GR015,Salt 1kg,1,2025-02-21 14:18:00,20,4322
11809,GR010,Yogurt 200g,8,2025-02-21 14:18:00,25,4322
11809,GR009,Butter 100g,6,2025-02-21 14:18:00,60,4322
11809,GR007,Tea Powder 500g,7,2025-02-21 14:18:00,140,4322
11810,GR005,Sugar 1kg,5,2025-03-10 14:18:00,50,4622
11810,GR012,Potatoes 1kg,8,2025-03-10 14:18:00,30,4622
11810,GR004,Basmati Rice 1kg,4,2025-03-10 14:18:00,120,4622
11810,GR010,Yogurt 200g,1,2025-03-10 14:18:00,25,4622
11810,GR003,Eggs Pack (12),5,2025-03-10 14:18:00,90,4622
11811,GR006,Sunflower Oil 1L,7,2025-07-20 09:10:00,160,4608
11812,GR011,Bananas 1 dozen,7,2025-01-31 21:49:00,50,4520
11812,GR015,Salt 1kg,2,2025-01-31 21:49:00,20,4520
11812,GR008,Wheat Flour 1kg,2,2025-01-31 21:49:00,55,4520
11813,GR008,Wheat Flour 1kg,1,2025-06-10 22:01:00,55,2150
11813,GR014,Tomatoes 1kg,1,2025-06-10 22:01:00,40,2150
11814,GR003,Eggs Pack (12),8,2025-04-13 13:11:00,90,4697
11814,GR006,Sunflower Oil 1L,3,2025-04-13 13:11:00,160,4697
11814,GR011,Bananas 1 dozen,2,2025-04-13 13:11:00,50,4697
11815,GR012,Potatoes 1kg,3,2025-02-18 19:51:00,30,2146
11815,GR009,Butter 100g,7,2025-02-18 19:51:00,60,2146
11815,GR005,Sugar 1kg,3,2025-02-18 19:51:00,50,2146
11816,GR009,Butter 100g,5,2025-04-22 23:03:00,60,3297
11816,GR002,Bread,5,2025-04-22 23:03:00,40,3297
11816,GR013,Onions 1kg,6,2025-04-22 23:03:00,35,3297
11816,GR005,Sugar 1kg,1,2025-04-22 23:03:00,50,3297
11816,GR001,Milk 1L,1,2025-04-22 23:03:00,60,3297
11816,GR012,Potatoes 1kg,5,2025-04-22 23:03:00,30,3297
11817,GR013,Onions 1kg,3,2025-02-01 01:55:00,35,4487
11817,GR001,Milk 1L,3,2025-02-01 01:55:00,60,4487
11817,GR006,Sunflower Oil 1L,1,2025-02-01 01:55:00,160,4487
11818,GR001,Milk 1L,3,2025-05-16 04:18:00,60,3788
11819,GR002,Bread,3,2025-05-11 09:32:00,40,2345
11819,GR003,Eggs Pack (12),6,2025-05-11 09:32:00,90,2345
11819,GR007,Tea Powder 500g,5,2025-05-11 09:32:00,140,2345
11819,GR010,Yogurt 200g,2,2025-05-11 09:32:00,25,2345
11819,GR009,Butter 100g,1,2025-05-11 09:32:00,60,2345
11819,GR014,Tomatoes 1kg,8,2025-05-11 09:32:00,40,2345
11820,GR004,Basmati Rice 1kg,2,2025-01-02 19:27:00,120,3618
11820,GR005,Sugar 1kg,1,2025-01-02 19:27:00,50,3618
11820,GR013,Onions 1kg,7,2025-01-02 19:27:00,35,3618
11820,GR009,Butter 100g,7,2025-01-02 19:27:00,60,3618
11820,GR007,Tea Powder 500g,1,2025-01-02 19:27:00,140,3618
11820,GR014,Tomatoes 1kg,5,2025-01-02 19:27:00,40,3618
11821,GR005,Sugar 1kg,7,2025-05-20 23:46:00,50,2596
11822,GR009,Butter 100g,6,2025-01-21 19:29:00,60,1654
11822,GR013,Onions 1kg,4,2025-01-21 19:29:00,35,1654
11822,GR015,Salt 1kg,3,2025-01-21 19:29:00,20,1654
11823,GR005,Sugar 1kg,5,2025-02-23 08:57:00,50,4903
11823,GR007,Tea Powder 500g,4,2025-02-23 08:57:00,140,4903
11823,GR003,Eggs Pack (12),7,2025-02-23 08:57:00,90,4903
11823,GR006,Sunflower Oil 1L,5,2025-02-23 08:57:00,160,4903
11824,GR002,Bread,7,2025-01-28 14:43:00,40,4629
11824,GR007,Tea Powder 500g,5,2025-01-28 14:43:00,140,4629
11824,GR010,Yogurt 200g,2,2025-01-28 14:43:00,25,4629
11824,GR003,Eggs Pack (12),7,2025-01-28 14:43:00,90,4629
11824,GR005,Sugar 1kg,5,2025-01-28 14:43:00,50,4629
11825,GR002,Bread,5,2025-04-24 20:17:00,40,3831
11825,GR015,Salt 1kg,5,2025-04-24 20:17:00,20,3831
11825,GR006,Sunflower Oil 1L,4,2025-04-24 20:17:00,160,3831
11825,GR007,Tea Powder 500g,3,2025-04-24 20:17:00,140,3831
11826,GR011,Bananas 1 dozen,3,2025-06-08 08:13:00,50,3264
11827,GR011,Bananas 1 dozen,7,2025-03-31 06:13:00,50,2150
11827,GR012,Potatoes 1kg,6,2025-03-31 06:13:00,30,2150
11827,GR010,Yogurt 200g,5,2025-03-31 06:13:00,25,2150
11828,GR014,Tomatoes 1kg,2,2025-07-15 18:20:00,40,2114
11828,GR007,Tea Powder 500g,1,2025-07-15 18:20:00,140,2114
11828,GR012,Potatoes 1kg,6,2025-07-15 18:20:00,30,2114
11828,GR005,Sugar 1kg,4,2025-07-15 18:20:00,50,2114
11828,GR006,Sunflower Oil 1L,2,2025-07-15 18:20:00,160,2114
11828,GR008,Wheat Flour 1kg,4,2025-07-15 18:20:00,55,2114
11829,GR002,Bread,1,2025-02-15 00:09:00,40,4443
11829,GR006,Sunflower Oil 1L,3,2025-02-15 00:09:00,160,4443
11829,GR004,Basmati Rice 1kg,1,2025-02-15 00:09:00,120,4443
11829,GR009,Butter 100g,6,2025-02-15 00:09:00,60,4443
11830,GR007,Tea Powder 500g,3,2025-01-01 01:11:00,140,3498
11830,GR014,Tomatoes 1kg,8,2025-01-01 01:11:00,40,3498
11830,GR015,Salt 1kg,3,2025-01-01 01:11:00,20,3498
11830,GR013,Onions 1kg,3,2025-01-01 01:11:00,35,3498
11831,GR009,Butter 100g,5,2025-04-27 12:43:00,60,1766
11831,GR005,Sugar 1kg,4,2025-04-27 12:43:00,50,1766
11831,GR004,Basmati Rice 1kg,5,2025-04-27 12:43:00,120,1766
11831,GR013,Onions 1kg,3,2025-04-27 12:43:00,35,1766
11832,GR004,Basmati Rice 1kg,4,2025-01-14 06:03:00,120,4300
11832,GR002,Bread,5,2025-01-14 06:03:00,40,4300
11832,GR011,Bananas 1 dozen,7,2025-01-14 06:03:00,50,4300
11832,GR007,Tea Powder 500g,3,2025-01-14 06:03:00,140,4300
11832,GR009,Butter 100g,5,2025-01-14 06:03:00,60,4300
11833,GR015,Salt 1kg,1,2025-05-25 02:35:00,20,1410
11833,GR003,Eggs Pack (12),5,2025-05-25 02:35:00,90,1410
11834,GR008,Wheat Flour 1kg,1,2025-07-08 21:35:00,55,3828
11834,GR003,Eggs Pack (12),2,2025-07-08 21:35:00,90,3828
11834,GR002,Bread,5,2025-07-08 21:35:00,40,3828
11835,GR005,Sugar 1kg,7,2025-07-19 00:03:00,50,4336
11835,GR010,Yogurt 200g,1,2025-07-19 00:03:00,25,4336
11835,GR007,Tea Powder 500g,2,2025-07-19 00:03:00,140,4336
11835,GR009,Butter 100g,5,2025-07-19 00:03:00,60,4336
11835,GR006,Sunflower Oil 1L,5,2025-07-19 00:03:00,160,4336
11835,GR008,Wheat Flour 1kg,3,2025-07-19 00:03:00,55,4336
11836,GR004,Basmati Rice 1kg,7,2025-04-25 14:51:00,120,1035
11836,GR006,Sunflower Oil 1L,5,2025-04-25 14:51:00,160,1035
11836,GR003,Eggs Pack (12),8,2025-04-25 14:51:00,90,1035
11836,GR002,Bread,1,2025-04-25 14:51:00,40,1035
11837,GR005,Sugar 1kg,1,2025-01-02 20:52:00,50,4742
11837,GR006,Sunflower Oil 1L,4,2025-01-02 20:52:00,160,4742
11837,GR004,Basmati Rice 1kg,1,2025-01-02 20:52:00,120,4742
11837,GR014,Tomatoes 1kg,6,2025-01-02 20:52:00,40,4742
11837,GR007,Tea Powder 500g,1,2025-01-02 20:52:00,140,4742
11837,GR010,Yogurt 200g,4,2025-01-02 20:52:00,25,4742
11838,GR005,Sugar 1kg,5,2025-03-06 20:13:00,50,3112
11838,GR007,Tea Powder 500g,5,2025-03-06 20:13:00,140,3112
11838,GR010,Yogurt 200g,1,2025-03-06 20:13:00,25,3112
11839,GR001,Milk 1L,5,2025-01-15 18:46:00,60,4693
11839,GR002,Bread,7,2025-01-15 18:46:00,40,4693
11839,GR009,Butter 100g,4,2025-01-15 18:46:00,60,4693
11840,GR004,Basmati Rice 1kg,6,2025-04-09 22:06:00,120,4420
11840,GR010,Yogurt 200g,5,2025-04-09 22:06:00,25,4420
11840,GR011,Bananas 1 dozen,2,2025-04-09 22:06:00,50,4420
11840,GR015,Salt 1kg,2,2025-04-09 22:06:00,20,4420
11840,GR013,Onions 1kg,1,2025-04-09 22:06:00,35,4420
11841,GR012,Potatoes 1kg,6,2025-05-31 03:39:00,30,4523
11841,GR007,Tea Powder 500g,3,2025-05-31 03:39:00,140,4523
11842,GR005,Sugar 1kg,3,2025-02-10 15:52:00,50,1389
11842,GR010,Yogurt 200g,4,2025-02-10 15:52:00,25,1389
11842,GR015,Salt 1kg,8,2025-02-10 15:52:00,20,1389
11843,GR011,Bananas 1 dozen,7,2025-01-05 22:10:00,50,1662
11843,GR014,Tomatoes 1kg,6,2025-01-05 22:10:00,40,1662
11843,GR007,Tea Powder 500g,8,2025-01-05 22:10:00,140,1662
11844,GR008,Wheat Flour 1kg,5,2025-05-26 03:04:00,55,4210
11844,GR001,Milk 1L,8,2025-05-26 03:04:00,60,4210
11844,GR010,Yogurt 200g,5,2025-05-26 03:04:00,25,4210
11844,GR012,Potatoes 1kg,7,2025-05-26 03:04:00,30,4210
11845,GR007,Tea Powder 500g,5,2025-01-24 19:25:00,140,3346
11845,GR013,Onions 1kg,8,2025-01-24 19:25:00,35,3346
11845,GR015,Salt 1kg,4,2025-01-24 19:25:00,20,3346
11845,GR011,Bananas 1 dozen,6,2025-01-24 19:25:00,50,3346
11845,GR008,Wheat Flour 1kg,4,2025-01-24 19:25:00,55,3346
11845,GR003,Eggs Pack (12),5,2025-01-24 19:25:00,90,3346
11846,GR010,Yogurt 200g,3,2025-01-19 19:57:00,25,1388
11846,GR008,Wheat Flour 1kg,6,2025-01-19 19:57:00,55,1388
11846,GR003,Eggs Pack (12),6,2025-01-19 19:57:00,90,1388
11846,GR014,Tomatoes 1kg,4,2025-01-19 19:57:00,40,1388
11846,GR009,Butter 100g,8,2025-01-19 19:57:00,60,1388
11847,GR011,Bananas 1 dozen,7,2025-04-12 02:46:00,50,1365
11847,GR003,Eggs Pack (12),7,2025-04-12 02:46:00,90,1365
11847,GR013,Onions 1kg,5,2025-04-12 02:46:00,35,1365
11847,GR009,Butter 100g,5,2025-04-12 02:46:00,60,1365
11847,GR002,Bread,7,2025-04-12 02:46:00,40,1365
11847,GR006,Sunflower Oil 1L,3,2025-04-12 02:46:00,160,1365
11848,GR015,Salt 1kg,7,2025-02-05 16:15:00,20,3018
11848,GR004,Basmati Rice 1kg,7,2025-02-05 16:15:00,120,3018
11848,GR008,Wheat Flour 1kg,1,2025-02-05 16:15:00,55,3018
11848,GR011,Bananas 1 dozen,5,2025-02-05 16:15:00,50,3018
11848,GR002,Bread,5,2025-02-05 16:15:00,40,3018
11848,GR005,Sugar 1kg,5,2025-02-05 16:15:00,50,3018
11849,GR002,Bread,4,2025-03-21 07:41:00,40,2730
11849,GR012,Potatoes 1kg,5,2025-03-21 07:41:00,30,2730
11849,GR010,Yogurt 200g,2,2025-03-21 07:41:00,25,2730
11849,GR005,Sugar 1kg,6,2025-03-21 07:41:00,50,2730
11849,GR007,Tea Powder 500g,4,2025-03-21 07:41:00,140,2730
11850,GR003,Eggs Pack (12),4,2025-06-26 03:00:00,90,2588
11850,GR015,Salt 1kg,8,2025-06-26 03:00:00,20,2588
11850,GR006,Sunflower Oil 1L,8,2025-06-26 03:00:00,160,2588
11850,GR011,Bananas 1 dozen,5,2025-06-26 03:00:00,50,2588
11850,GR004,Basmati Rice 1kg,3,2025-06-26 03:00:00,120,2588
11851,GR010,Yogurt 200g,6,2025-01-04 21:47:00,25,2376
11852,GR006,Sunflower Oil 1L,3,2025-03-20 11:35:00,160,3112
11852,GR013,Onions 1kg,2,2025-03-20 11:35:00,35,3112
11852,GR010,Yogurt 200g,8,2025-03-20 11:35:00,25,3112
11852,GR015,Salt 1kg,8,2025-03-20 11:35:00,20,3112
11852,GR011,Bananas 1 dozen,5,2025-03-20 11:35:00,50,3112
11853,GR008,Wheat Flour 1kg,3,2025-07-16 01:18:00,55,1662
11853,GR002,Bread,1,2025-07-16 01:18:00,40,1662
11853,GR007,Tea Powder 500g,4,2025-07-16 01:18:00,140,1662
11853,GR001,Milk 1L,3,2025-07-16 01:18:00,60,1662
11854,GR010,Yogurt 200g,2,2025-01-07 16:07:00,25,3612
11854,GR008,Wheat Flour 1kg,2,2025-01-07 16:07:00,55,3612
11854,GR015,Salt 1kg,5,2025-01-07 16:07:00,20,3612
11855,GR004,Basmati Rice 1kg,8,2025-04-15 02:30:00,120,1389
11856,GR003,Eggs Pack (12),6,2025-06-16 10:43:00,90,4548
11856,GR014,Tomatoes 1kg,5,2025-06-16 10:43:00,40,4548
11856,GR006,Sunflower Oil 1L,5,2025-06-16 10:43:00,160,4548
11857,GR004,Basmati Rice 1kg,7,2025-02-16 18:55:00,120,2086
11857,GR007,Tea Powder 500g,6,2025-02-16 18:55:00,140,2086
11857,GR015,Salt 1kg,4,2025-02-16 18:55:00,20,2086
11857,GR001,Milk 1L,6,2025-02-16 18:55:00,60,2086
11857,GR013,Onions 1kg,7,2025-02-16 18:55:00,35,2086
11857,GR014,Tomatoes 1kg,3,2025-02-16 18:55:00,40,2086
11858,GR013,Onions 1kg,7,2025-05-05 16:16:00,35,2635
11858,GR007,Tea Powder 500g,1,2025-05-05 16:16:00,140,2635
11859,GR010,Yogurt 200g,2,2025-01-04 06:06:00,25,3968
11860,GR013,Onions 1kg,3,2025-06-06 10:37:00,35,4181
11861,GR012,Potatoes 1kg,4,2025-07-11 12:20:00,30,4477
11861,GR006,Sunflower Oil 1L,7,2025-07-11 12:20:00,160,4477
11861,GR001,Milk 1L,2,2025-07-11 12:20:00,60,4477
11861,GR011,Bananas 1 dozen,3,2025-07-11 12:20:00,50,4477
11861,GR013,Onions 1kg,5,2025-07-11 12:20:00,35,4477
